Distrito,cabecera.distrital,Partido,Estado,Media,Rango menor,Rango superior
E31D1,VALLADOLID,PT,YUCATÁN,0.00%,0,0.65%
E32D1,FRESNILLO,PT,ZACATECAS,17.06%,11.26%,21.92%
E32D4,GUADALUPE,PT,ZACATECAS,8.75%,7.16%,10.07%
E32D2,JEREZ DE GARCIA SALINAS,PT,ZACATECAS,4.56%,3.32%,5.60%
E32D3,ZACATECAS,PT,ZACATECAS,9.78%,7.26%,11.90%
E1D2,AGUASCALIENTES,PRD,AGUASCALIENTES,0.00%,0,2.37%
E1D3,AGUASCALIENTES,PRD,AGUASCALIENTES,0.00%,0,2.08%
E1D1,JESUS MARIA,PRD,AGUASCALIENTES,0.83%,0,2.42%
E2D3,ENSENADA,PRD,BAJA CALIFORNIA,1.01%,0,2.66%
E2D1,MEXICALI,PRD,BAJA CALIFORNIA,0.00%,0,2.24%
E2D2,MEXICALI,PRD,BAJA CALIFORNIA,0.00%,0,1.74%
E2D7,MEXICALI,PRD,BAJA CALIFORNIA,0.00%,0,3.36%
E2D4,TIJUANA,PRD,BAJA CALIFORNIA,0.00%,0,2.00%
E2D5,TIJUANA,PRD,BAJA CALIFORNIA,0.00%,0,1.65%
E2D6,TIJUANA,PRD,BAJA CALIFORNIA,0.00%,0,1.97%
E2D8,TIJUANA,PRD,BAJA CALIFORNIA,0.00%,0,2.28%
E3D1,LA PAZ,PRD,BAJA CALIFORNIA SUR,2.65%,0.91%,4.11%
E3D2,SAN JOSE DEL CABO,PRD,BAJA CALIFORNIA SUR,2.56%,-0.49%,5.11%
E4D2,CIUDAD DEL CARMEN,PRD,CAMPECHE,0.00%,0,2.53%
E4D1,SAN FRANCISCO DE CAMPECHE,PRD,CAMPECHE,0.00%,0,0.30%
E7D2,BOCHIL,PRD,CHIAPAS,2.20%,0,5.72%
E7D8,COMITAN DE DOMINGUEZ,PRD,CHIAPAS,0.00%,0,2.56%
E7D13,HUEHUETAN,PRD,CHIAPAS,1.44%,0,3.47%
E7D11,LAS MARGARITAS,PRD,CHIAPAS,5.74%,2.26%,8.67%
E7D3,OCOSINGO,PRD,CHIAPAS,0.24%,0,2.98%
E7D1,PALENQUE,PRD,CHIAPAS,0.57%,0,2.50%
E7D4,PICHUCALCO,PRD,CHIAPAS,0.00%,0,-0.55%
E7D5,SAN CRISTOBAL DE LAS CASAS,PRD,CHIAPAS,0.00%,0,1.32%
E7D12,TAPACHULA,PRD,CHIAPAS,0.00%,0,1.83%
E7D7,TONALA,PRD,CHIAPAS,0.00%,0,2.23%
E7D6,TUXTLA GUTIERREZ,PRD,CHIAPAS,0.07%,0,2.05%
E7D9,TUXTLA GUTIERREZ,PRD,CHIAPAS,0.00%,0,0.39%
E7D10,VILLAFLORES,PRD,CHIAPAS,0.08%,0,3.66%
E8D6,CHIHUAHUA,PRD,CHIHUAHUA,0.00%,0,3.80%
E8D8,CHIHUAHUA,PRD,CHIHUAHUA,1.66%,0,5.70%
E8D7,CUAUHTEMOC,PRD,CHIHUAHUA,0.20%,0,4.12%
E8D5,DELICIAS,PRD,CHIHUAHUA,0.00%,0,3.81%
E8D9,HIDALGO DEL PARRAL,PRD,CHIHUAHUA,0.26%,0,4.69%
E8D1,JUAREZ,PRD,CHIHUAHUA,0.00%,0,1.69%
E8D2,JUAREZ,PRD,CHIHUAHUA,0.82%,0,3.74%
E8D3,JUAREZ,PRD,CHIHUAHUA,0.55%,0,3.71%
E8D4,JUAREZ,PRD,CHIHUAHUA,0.00%,0,2.85%
E9D16,ALVARO OBREGON,PRD,CIUDAD DE MÉXICO,9.55%,0.16%,17.43%
E9D3,AZCAPOTZALCO,PRD,CIUDAD DE MÉXICO,5.07%,-0.95%,10.11%
E9D15,BENITO JUAREZ,PRD,CIUDAD DE MÉXICO,0.00%,0,3.56%
E9D23,COYOACAN,PRD,CIUDAD DE MÉXICO,10.06%,0.82%,17.81%
E9D24,COYOACAN,PRD,CIUDAD DE MÉXICO,6.26%,0.46%,11.13%
E9D17,CUAJIMALPA DE MORELOS,PRD,CIUDAD DE MÉXICO,6.93%,-0.22%,12.93%
E9D12,CUAUHTEMOC,PRD,CIUDAD DE MÉXICO,5.67%,0.26%,10.21%
E9D8,CUAUHTEMOC,PRD,CIUDAD DE MÉXICO,6.74%,0.94%,11.61%
E9D1,GUSTAVO A. MADERO,PRD,CIUDAD DE MÉXICO,10.82%,0.84%,19.19%
E9D2,GUSTAVO A. MADERO,PRD,CIUDAD DE MÉXICO,5.99%,0.16%,10.88%
E9D7,GUSTAVO A. MADERO,PRD,CIUDAD DE MÉXICO,9.30%,2.07%,15.37%
E9D13,IZTACALCO,PRD,CIUDAD DE MÉXICO,10.67%,1.52%,18.35%
E9D18,IZTAPALAPA,PRD,CIUDAD DE MÉXICO,11.61%,2.03%,19.64%
E9D19,IZTAPALAPA,PRD,CIUDAD DE MÉXICO,12.72%,3.00%,20.88%
E9D20,IZTAPALAPA,PRD,CIUDAD DE MÉXICO,10.26%,1.99%,17.20%
E9D22,IZTAPALAPA,PRD,CIUDAD DE MÉXICO,13.85%,1.39%,24.31%
E9D4,IZTAPALAPA,PRD,CIUDAD DE MÉXICO,8.91%,0.21%,16.22%
E9D6,LA MAGDALENA CONTRERAS,PRD,CIUDAD DE MÉXICO,6.96%,1.42%,11.60%
E9D10,MIGUEL HIDALGO,PRD,CIUDAD DE MÉXICO,5.18%,0,10.65%
E9D9,TLAHUAC,PRD,CIUDAD DE MÉXICO,9.25%,0.83%,16.31%
E9D14,TLALPAN,PRD,CIUDAD DE MÉXICO,8.31%,1.31%,14.17%
E9D5,TLALPAN,PRD,CIUDAD DE MÉXICO,3.58%,0,8.33%
E9D11,VENUSTIANO CARRANZA,PRD,CIUDAD DE MÉXICO,12.12%,2.61%,20.11%
E9D21,XOCHIMILCO,PRD,CIUDAD DE MÉXICO,5.32%,0,11.79%
E5D3,MONCLOVA,PRD,COAHUILA,0.00%,0,0.86%
E5D1,PIEDRAS NEGRAS,PRD,COAHUILA,0.07%,0,3.54%
E5D4,SALTILLO,PRD,COAHUILA,0.00%,0,1.15%
E5D7,SALTILLO,PRD,COAHUILA,0.00%,0,1.93%
E5D2,SAN PEDRO,PRD,COAHUILA,1.60%,0,4.09%
E5D5,TORREON,PRD,COAHUILA,0.00%,0,1.03%
E5D6,TORREON,PRD,COAHUILA,0.00%,0,1.69%
E6D1,COLIMA,PRD,COLIMA,6.94%,3.37%,9.93%
E6D2,MANZANILLO,PRD,COLIMA,1.45%,0,3.45%
E10D2,GOMEZ PALACIO,PRD,DURANGO,0.00%,0,1.88%
E10D3,GUADALUPE VICTORIA,PRD,DURANGO,0.56%,0,2.74%
E10D1,VICTORIA DE DURANGO,PRD,DURANGO,0.00%,0,4.98%
E10D4,VICTORIA DE DURANGO,PRD,DURANGO,0.89%,0,7.85%
E11D14,ACAMBARO,PRD,GUANAJUATO,3.45%,0,7.69%
E11D12,CELAYA,PRD,GUANAJUATO,1.58%,0,3.92%
E11D4,GUANAJUATO,PRD,GUANAJUATO,1.30%,0,4.27%
E11D15,IRAPUATO,PRD,GUANAJUATO,2.26%,0.71%,3.57%
E11D9,IRAPUATO,PRD,GUANAJUATO,0.00%,0,2.21%
E11D11,LEON,PRD,GUANAJUATO,2.30%,0,4.65%
E11D3,LEON,PRD,GUANAJUATO,0.00%,0,2.33%
E11D5,LEON,PRD,GUANAJUATO,0.00%,0,2.46%
E11D6,LEON,PRD,GUANAJUATO,0.00%,0,2.32%
E11D8,SALAMANCA,PRD,GUANAJUATO,2.80%,-0.11%,5.23%
E11D7,SAN FRANCISCO DEL RINCON,PRD,GUANAJUATO,0.42%,0,3.31%
E11D1,SAN LUIS DE LA PAZ,PRD,GUANAJUATO,1.78%,0,5.69%
E11D2,SAN MIGUEL DE ALLENDE,PRD,GUANAJUATO,2.88%,-0.39%,5.63%
E11D10,URIANGATO,PRD,GUANAJUATO,2.55%,0,5.16%
E11D13,VALLE DE SANTIAGO,PRD,GUANAJUATO,6.58%,1.68%,10.70%
E12D4,ACAPULCO,PRD,GUERRERO,7.60%,0.14%,13.86%
E12D9,ACAPULCO,PRD,GUERRERO,6.78%,-0.69%,13.05%
E12D8,AYUTLA DE LOS LIBRES,PRD,GUERRERO,13.02%,2.73%,21.65%
E12D1,CD. ALTAMIRANO,PRD,GUERRERO,17.28%,1.65%,30.40%
E12D6,CHILAPA,PRD,GUERRERO,16.59%,3.09%,27.92%
E12D7,CHILPANCINGO,PRD,GUERRERO,8.83%,2.49%,14.16%
E12D2,IGUALA,PRD,GUERRERO,8.64%,4.03%,12.52%
E12D5,TLAPA,PRD,GUERRERO,11.57%,2.76%,18.97%
E12D3,ZIHUATANEJO,PRD,GUERRERO,15.57%,2.19%,26.79%
E13D3,ACTOPAN,PRD,HIDALGO,2.32%,-0.05%,4.31%
E13D1,HUEJUTLA DE REYES,PRD,HIDALGO,3.38%,0.16%,6.08%
E13D2,IXMIQUILPAN,PRD,HIDALGO,4.71%,2.63%,6.45%
E13D6,PACHUCA DE SOTO,PRD,HIDALGO,0.00%,0,2.19%
E13D7,TEPEAPULCO,PRD,HIDALGO,2.82%,0,5.73%
E13D5,TULA DE ALLENDE,PRD,HIDALGO,2.58%,-0.31%,5.00%
E13D4,TULANCINGO DE BRAVO,PRD,HIDALGO,3.77%,0.50%,6.51%
E14D18,AUTLAN DE NAVARRO,PRD,JALISCO,5.62%,0,17.42%
E14D19,CIUDAD GUZMAN,PRD,JALISCO,6.99%,0,18.23%
E14D11,GUADALAJARA,PRD,JALISCO,9.86%,0,30.98%
E14D14,GUADALAJARA,PRD,JALISCO,9.36%,0,30.53%
E14D8,GUADALAJARA,PRD,JALISCO,4.95%,0,22.97%
E14D9,GUADALAJARA,PRD,JALISCO,6.54%,0,23.58%
E14D17,JOCOTEPEC,PRD,JALISCO,5.59%,0,17.76%
E14D15,LA BARCA,PRD,JALISCO,2.58%,0,9.25%
E14D2,LAGOS DE MORENO,PRD,JALISCO,3.44%,0,14.20%
E14D5,PUERTO VALLARTA,PRD,JALISCO,6.89%,0,19.65%
E14D12,SANTA CRUZ DE LAS FLORES,PRD,JALISCO,9.55%,0,29.35%
E14D3,TEPATITLAN DE MORELOS,PRD,JALISCO,2.18%,0,12.58%
E14D1,TEQUILA,PRD,JALISCO,5.27%,0,14.02%
E14D13,TLAQUEPAQUE,PRD,JALISCO,6.06%,0,23.00%
E14D16,TLAQUEPAQUE,PRD,JALISCO,3.19%,0,13.95%
E14D20,TONALA,PRD,JALISCO,4.04%,0,15.72%
E14D7,TONALA,PRD,JALISCO,3.89%,0,15.51%
E14D10,ZAPOPAN,PRD,JALISCO,4.46%,0,18.60%
E14D4,ZAPOPAN,PRD,JALISCO,4.60%,0,16.65%
E14D6,ZAPOPAN,PRD,JALISCO,4.00%,0,17.53%
E16D12,APATZINGAN DE LA CONSTITUCION,PRD,MICHOACÁN,14.91%,1.81%,25.90%
E16D6,CIUDAD HIDALGO,PRD,MICHOACÁN,12.40%,3.05%,20.24%
E16D3,HEROICA ZITACUARO,PRD,MICHOACÁN,17.91%,5.47%,28.34%
E16D4,JIQUILPAN DE JUAREZ,PRD,MICHOACÁN,9.97%,2.32%,16.39%
E16D1,LAZARO CARDENAS,PRD,MICHOACÁN,15.77%,7.36%,22.82%
E16D10,MORELIA,PRD,MICHOACÁN,6.32%,0.26%,11.40%
E16D8,MORELIA,PRD,MICHOACÁN,7.66%,1.66%,12.69%
E16D11,PATZCUARO,PRD,MICHOACÁN,16.31%,4.46%,26.26%
E16D2,PURUANDIRO,PRD,MICHOACÁN,16.78%,4.55%,27.05%
E16D9,URUAPAN DEL PROGRESO,PRD,MICHOACÁN,14.68%,4.64%,23.10%
E16D7,ZACAPU,PRD,MICHOACÁN,13.42%,5.13%,20.38%
E16D5,ZAMORA DE HIDALGO,PRD,MICHOACÁN,8.27%,2.11%,13.45%
E17D3,CUAUTLA,PRD,MORELOS,10.52%,2.93%,16.89%
E17D1,CUERNAVACA,PRD,MORELOS,7.14%,0.50%,12.71%
E17D2,JIUTEPEC,PRD,MORELOS,11.21%,3.86%,17.37%
E17D4,JOJUTLA,PRD,MORELOS,11.99%,3.87%,18.80%
E17D5,YAUTEPEC,PRD,MORELOS,9.93%,3.70%,15.15%
E15D21,AMECAMECA DE JUAREZ,PRD,MÉXICO,2.70%,0,5.83%
E15D3,ATLACOMULCO DE FABELA,PRD,MÉXICO,5.61%,1.74%,8.86%
E15D20,CD. NEZAHUALCOYOTL,PRD,MÉXICO,16.70%,0.02%,30.70%
E15D29,CD. NEZAHUALCOYOTL,PRD,MÉXICO,20.10%,0.26%,36.75%
E15D31,CD. NEZAHUALCOYOTL,PRD,MÉXICO,23.51%,-0.71%,43.84%
E15D33,CHALCO DE DIAZ COVARRUBIAS,PRD,MÉXICO,9.28%,1.22%,16.04%
E15D25,CHIMALHUACAN,PRD,MÉXICO,8.83%,2.74%,13.95%
E15D30,CHIMALHUACAN,PRD,MÉXICO,16.39%,3.85%,26.92%
E15D14,CIUDAD ADOLFO LOPEZ MATEOS,PRD,MÉXICO,1.35%,0,4.14%
E15D15,CIUDAD ADOLFO LOPEZ MATEOS,PRD,MÉXICO,0.95%,0,3.76%
E15D6,COACALCO DE BERRIOZABAL,PRD,MÉXICO,7.56%,1.46%,12.68%
E15D37,CUAUTITLAN,PRD,MÉXICO,5.61%,0.78%,9.65%
E15D7,CUAUTITLAN IZCALLI,PRD,MÉXICO,0.87%,0,2.18%
E15D10,ECATEPEC DE MORELOS,PRD,MÉXICO,7.29%,2.48%,11.33%
E15D11,ECATEPEC DE MORELOS,PRD,MÉXICO,7.54%,2.60%,11.69%
E15D13,ECATEPEC DE MORELOS,PRD,MÉXICO,6.58%,1.99%,10.43%
E15D16,ECATEPEC DE MORELOS,PRD,MÉXICO,4.39%,0.82%,7.40%
E15D17,ECATEPEC DE MORELOS,PRD,MÉXICO,6.63%,1.87%,10.62%
E15D18,HUIXQUILUCAN DE DEGOLLADO,PRD,MÉXICO,4.27%,1.71%,6.42%
E15D12,IXTAPALUCA,PRD,MÉXICO,9.88%,2.78%,15.84%
E15D1,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,PRD,MÉXICO,3.45%,0,7.98%
E15D23,LERMA DE VILLADA,PRD,MÉXICO,3.86%,1.85%,5.54%
E15D39,LOS REYES ACAQUILPAN,PRD,MÉXICO,8.40%,4.77%,11.45%
E15D27,METEPEC,PRD,MÉXICO,2.37%,0.09%,4.28%
E15D22,NAUCALPAN DE JUAREZ,PRD,MÉXICO,0.81%,0,2.40%
E15D24,NAUCALPAN DE JUAREZ,PRD,MÉXICO,2.00%,-0.06%,3.73%
E15D4,NICOLAS ROMERO,PRD,MÉXICO,2.01%,0.25%,3.49%
E15D41,OJO DE AGUA,PRD,MÉXICO,3.93%,1.00%,6.38%
E15D9,SAN FELIPE DEL PROGRESO,PRD,MÉXICO,5.35%,-0.56%,10.30%
E15D40,SAN MIGUEL ZINACANTEPEC,PRD,MÉXICO,5.31%,2.64%,7.55%
E15D2,SANTA MARIA TULTEPEC,PRD,MÉXICO,6.98%,2.32%,10.88%
E15D36,TEJUPILCO DE HIDALGO,PRD,MÉXICO,12.66%,7.80%,16.75%
E15D35,TENANCINGO DE DEGOLLADO,PRD,MÉXICO,7.00%,4.00%,9.51%
E15D5,TEOTIHUACAN DE ARISTA,PRD,MÉXICO,5.47%,2.88%,7.64%
E15D38,TEXCOCO DE MORA,PRD,MÉXICO,3.02%,1.90%,3.95%
E15D19,TLALNEPANTLA DE BAZ,PRD,MÉXICO,3.29%,0.44%,5.68%
E15D26,TOLUCA DE LERDO,PRD,MÉXICO,3.08%,0.72%,5.05%
E15D34,TOLUCA DE LERDO,PRD,MÉXICO,3.50%,0.52%,6.00%
E15D8,TULTITLAN DE MARIANO ESCOBEDO,PRD,MÉXICO,7.68%,2.61%,11.94%
E15D32,VALLE DE CHALCO SOLIDARIDAD,PRD,MÉXICO,15.49%,5.59%,23.79%
E15D28,ZUMPANGO DE OCAMPO,PRD,MÉXICO,5.00%,3.24%,6.48%
E18D3,COMPOSTELA,PRD,NAYARIT,1.39%,0,3.19%
E18D1,SANTIAGO IXCUINTLA,PRD,NAYARIT,9.21%,2.19%,15.10%
E18D2,TEPIC,PRD,NAYARIT,7.59%,1.93%,12.35%
E19D2,APODACA,PRD,NUEVO LEÓN,1.12%,0,7.03%
E19D12,BENITO JUAREZ,PRD,NUEVO LEÓN,0.99%,0,5.70%
E19D7,GARCIA,PRD,NUEVO LEÓN,2.01%,0,7.56%
E19D3,GRAL. ESCOBEDO,PRD,NUEVO LEÓN,2.14%,0,7.79%
E19D11,GUADALUPE,PRD,NUEVO LEÓN,2.20%,0,8.24%
E19D8,GUADALUPE,PRD,NUEVO LEÓN,1.59%,0,7.29%
E19D9,LINARES,PRD,NUEVO LEÓN,0.69%,0,4.70%
E19D10,MONTERREY,PRD,NUEVO LEÓN,0.74%,0,7.42%
E19D5,MONTERREY,PRD,NUEVO LEÓN,1.55%,0,7.36%
E19D6,MONTERREY,PRD,NUEVO LEÓN,1.52%,0,8.37%
E19D4,SAN NICOLAS DE LOS GARZA,PRD,NUEVO LEÓN,1.41%,0,6.58%
E19D1,SANTA CATARINA,PRD,NUEVO LEÓN,2.84%,0,9.12%
E20D7,CIUDAD IXTEPEC,PRD,OAXACA,7.93%,4.26%,11.02%
E20D3,HEROICA CIUDAD DE HUAJUAPAN DE LEON,PRD,OAXACA,8.14%,5.18%,10.63%
E20D6,HEROICA CIUDAD DE TLAXIACO,PRD,OAXACA,13.03%,8.30%,16.99%
E20D10,MIAHUATLAN DE PORFIRIO DIAZ,PRD,OAXACA,4.19%,0.34%,7.42%
E20D8,OAXACA DE JUAREZ,PRD,OAXACA,4.07%,1.29%,6.40%
E20D9,PUERTO ESCONDIDO,PRD,OAXACA,8.65%,6.26%,10.66%
E20D5,SALINA CRUZ,PRD,OAXACA,7.49%,4.12%,10.32%
E20D1,SAN JUAN BAUTISTA TUXTEPEC,PRD,OAXACA,5.15%,2.96%,6.99%
E20D2,TEOTITLAN DE FLORES MAGON,PRD,OAXACA,5.88%,4.81%,6.78%
E20D4,TLACOLULA DE MATAMOROS,PRD,OAXACA,3.34%,0.50%,5.73%
E21D14,ACATLAN DE OSORIO,PRD,PUEBLA,5.40%,1.63%,8.57%
E21D4,AJALPAN,PRD,PUEBLA,1.38%,0,4.44%
E21D13,ATLIXCO,PRD,PUEBLA,0.00%,0,2.72%
E21D10,CHOLULA DE RIVADAVIA,PRD,PUEBLA,1.21%,0,4.99%
E21D8,CIUDAD SERDAN,PRD,PUEBLA,2.14%,0,6.31%
E21D2,CUAUTILULCO BARRIO,PRD,PUEBLA,1.90%,0,5.35%
E21D11,HEROICA PUEBLA DE ZARAGOZA,PRD,PUEBLA,0.55%,0,1.93%
E21D12,HEROICA PUEBLA DE ZARAGOZA,PRD,PUEBLA,0.60%,0,2.45%
E21D6,HEROICA PUEBLA DE ZARAGOZA,PRD,PUEBLA,0.00%,0,1.14%
E21D9,HEROICA PUEBLA DE ZARAGOZA,PRD,PUEBLA,0.93%,0,2.22%
E21D1,HUAUCHINANGO DE DEGOLLADO,PRD,PUEBLA,1.90%,0.01%,3.49%
E21D5,SAN MARTIN TEXMELUCAN DE LABASTIDA,PRD,PUEBLA,2.05%,0,4.53%
E21D15,TEHUACAN,PRD,PUEBLA,1.05%,0,2.56%
E21D7,TEPEACA,PRD,PUEBLA,0.23%,0,2.63%
E21D3,TEZIUTLAN,PRD,PUEBLA,0.45%,0,3.36%
E22D1,CADEREYTA DE MONTES,PRD,QUERÉTARO,0.00%,0,3.76%
E22D5,EL PUEBLITO,PRD,QUERÉTARO,0.00%,0,1.46%
E22D2,SAN JUAN DEL RIO,PRD,QUERÉTARO,0.00%,0,0.87%
E22D3,SANTIAGO DE QUERETARO,PRD,QUERÉTARO,0.00%,0,1.28%
E22D4,SANTIAGO DE QUERETARO,PRD,QUERÉTARO,0.00%,0,1.33%
E23D3,CANCUN,PRD,QUINTANA ROO,0.00%,0,3.96%
E23D4,CANCUN,PRD,QUINTANA ROO,0.12%,0,4.89%
E23D2,CHETUMAL,PRD,QUINTANA ROO,2.68%,0,5.52%
E23D1,PLAYA DEL CARMEN,PRD,QUINTANA ROO,0.45%,0,1.77%
E24D4,CIUDAD VALLES,PRD,SAN LUIS POTOSÍ,3.10%,0,6.83%
E24D1,MATEHUALA,PRD,SAN LUIS POTOSÍ,3.33%,-0.34%,6.41%
E24D3,RIOVERDE,PRD,SAN LUIS POTOSÍ,2.76%,-0.05%,5.12%
E24D5,SAN LUIS POTOSI,PRD,SAN LUIS POTOSÍ,7.87%,3.83%,11.25%
E24D6,SAN LUIS POTOSI,PRD,SAN LUIS POTOSÍ,9.38%,5.15%,12.93%
E24D2,SOLEDAD DE GRACIANO SANCHEZ,PRD,SAN LUIS POTOSÍ,14.35%,4.70%,22.46%
E24D7,TAMAZUNCHALE,PRD,SAN LUIS POTOSÍ,6.04%,1.94%,9.48%
E25D5,CULIACAN DE ROSALES,PRD,SINALOA,0.00%,0,1.66%
E25D7,CULIACAN DE ROSALES,PRD,SINALOA,0.00%,0,1.30%
E25D3,GUAMUCHIL,PRD,SINALOA,3.54%,1.02%,5.65%
E25D4,GUASAVE,PRD,SINALOA,1.18%,0,2.93%
E25D2,LOS MOCHIS,PRD,SINALOA,0.66%,0,2.33%
E25D1,MAZATLAN,PRD,SINALOA,1.81%,-0.23%,3.53%
E25D6,MAZATLAN,PRD,SINALOA,0.82%,0,2.50%
E26D6,CD. OBREGON,PRD,SONORA,1.63%,0,6.02%
E26D4,GUAYMAS,PRD,SONORA,1.87%,0,4.07%
E26D3,HERMOSILLO,PRD,SONORA,0.00%,0,1.18%
E26D5,HERMOSILLO,PRD,SONORA,0.00%,0,1.61%
E26D7,NAVOJOA,PRD,SONORA,2.38%,0,4.82%
E26D2,NOGALES,PRD,SONORA,0.00%,0,2.67%
E26D1,SAN LUIS RIO COLORADO,PRD,SONORA,0.64%,0,1.57%
E27D3,COMALCALCO,PRD,TABASCO,13.48%,0.66%,24.23%
E27D2,HEROICA CARDENAS,PRD,TABASCO,16.26%,4.04%,26.52%
E27D1,MACUSPANA,PRD,TABASCO,8.19%,-0.66%,15.62%
E27D5,PARAISO,PRD,TABASCO,7.97%,0.47%,14.26%
E27D4,VILLAHERMOSA,PRD,TABASCO,7.63%,2.08%,12.29%
E27D6,VILLAHERMOSA,PRD,TABASCO,5.07%,1.14%,8.37%
E28D7,CIUDAD MADERO,PRD,TAMAULIPAS,0.88%,0,4.00%
E28D6,CIUDAD MANTE,PRD,TAMAULIPAS,0.00%,0,2.78%
E28D5,CIUDAD VICTORIA,PRD,TAMAULIPAS,2.60%,0,10.56%
E28D4,H. MATAMOROS,PRD,TAMAULIPAS,0.00%,0,0.99%
E28D1,NUEVO LAREDO,PRD,TAMAULIPAS,0.00%,0,1.21%
E28D2,REYNOSA,PRD,TAMAULIPAS,0.00%,0,0.48%
E28D9,REYNOSA,PRD,TAMAULIPAS,0.61%,0,1.80%
E28D3,RIO BRAVO,PRD,TAMAULIPAS,0.00%,0,0.91%
E28D8,TAMPICO,PRD,TAMAULIPAS,0.82%,0,3.26%
E29D1,APIZACO,PRD,TLAXCALA,0.75%,0,2.97%
E29D2,TLAXCALA DE XICOHTENCATL,PRD,TLAXCALA,3.52%,1.72%,5.03%
E29D3,ZACATELCO,PRD,TLAXCALA,4.53%,1.39%,7.16%
E30D9,COATEPEC,PRD,VERACRUZ,5.18%,0.77%,8.87%
E30D11,COATZACOALCOS,PRD,VERACRUZ,1.09%,0,2.99%
E30D16,CORDOBA,PRD,VERACRUZ,0.00%,0,1.52%
E30D17,COSAMALOAPAN,PRD,VERACRUZ,0.00%,0,1.75%
E30D20,COSOLEACAQUE,PRD,VERACRUZ,0.05%,0,1.67%
E30D13,HUATUSCO,PRD,VERACRUZ,1.06%,0,2.79%
E30D7,MARTINEZ DE LA TORRE,PRD,VERACRUZ,5.81%,1.85%,9.12%
E30D14,MINATITLAN,PRD,VERACRUZ,0.25%,0,2.61%
E30D15,ORIZABA,PRD,VERACRUZ,0.00%,0,0.78%
E30D1,PANUCO,PRD,VERACRUZ,0.00%,0,0.93%
E30D6,PAPANTLA DE OLARTE,PRD,VERACRUZ,10.80%,2.37%,17.87%
E30D5,POZA RICA DE HIDALGO,PRD,VERACRUZ,13.01%,4.68%,20.00%
E30D19,SAN ANDRES TUXTLA,PRD,VERACRUZ,5.31%,2.05%,8.06%
E30D2,TANTOYUCA,PRD,VERACRUZ,5.99%,1.51%,9.75%
E30D3,TUXPAN DE RODRIGUEZ CANO,PRD,VERACRUZ,0.00%,0,1.16%
E30D12,VERACRUZ,PRD,VERACRUZ,0.00%,0,0.23%
E30D4,VERACRUZ,PRD,VERACRUZ,0.00%,0,0.88%
E30D10,XALAPA,PRD,VERACRUZ,0.92%,0,3.22%
E30D8,XALAPA,PRD,VERACRUZ,4.02%,0.66%,6.84%
E30D18,ZONGOLICA,PRD,VERACRUZ,4.97%,1.26%,8.08%
E31D3,MERIDA,PRD,YUCATÁN,0.00%,0,1.78%
E31D4,MERIDA,PRD,YUCATÁN,0.00%,0,1.75%
E31D2,PROGRESO,PRD,YUCATÁN,1.82%,0,3.67%
E31D5,TICUL,PRD,YUCATÁN,2.76%,0.43%,4.71%
E31D1,VALLADOLID,PRD,YUCATÁN,0.58%,0,2.74%
E32D1,FRESNILLO,PRD,ZACATECAS,6.65%,-1.22%,13.26%
E32D4,GUADALUPE,PRD,ZACATECAS,8.73%,1.98%,14.39%
E32D2,JEREZ DE GARCIA SALINAS,PRD,ZACATECAS,8.23%,0.56%,14.66%
E32D3,ZACATECAS,PRD,ZACATECAS,7.85%,1.25%,13.39%
E13D2,IXMIQUILPAN,RSP,HIDALGO,4.20%,2.91%,5.28%
E13D6,PACHUCA DE SOTO,RSP,HIDALGO,4.21%,0.65%,7.21%
E13D7,TEPEAPULCO,RSP,HIDALGO,9.78%,6.80%,12.29%
E13D5,TULA DE ALLENDE,RSP,HIDALGO,4.06%,1.48%,6.22%
E13D4,TULANCINGO DE BRAVO,RSP,HIDALGO,5.84%,3.46%,7.83%
E14D18,AUTLAN DE NAVARRO,RSP,JALISCO,2.09%,-0.37%,4.16%
E14D19,CIUDAD GUZMAN,RSP,JALISCO,3.24%,0.62%,5.45%
E14D11,GUADALAJARA,RSP,JALISCO,1.71%,0,3.44%
E14D14,GUADALAJARA,RSP,JALISCO,0.67%,0,2.64%
E14D8,GUADALAJARA,RSP,JALISCO,0.42%,0,4.10%
E14D9,GUADALAJARA,RSP,JALISCO,1.59%,0,4.81%
E14D17,JOCOTEPEC,RSP,JALISCO,0.72%,0,4.14%
E14D15,LA BARCA,RSP,JALISCO,1.89%,0,5.21%
E14D2,LAGOS DE MORENO,RSP,JALISCO,1.23%,0,5.14%
E14D5,PUERTO VALLARTA,RSP,JALISCO,0.25%,0,2.35%
E14D12,SANTA CRUZ DE LAS FLORES,RSP,JALISCO,0.50%,0,3.26%
E14D3,TEPATITLAN DE MORELOS,RSP,JALISCO,0.07%,0,3.29%
E14D1,TEQUILA,RSP,JALISCO,1.30%,0,3.76%
E14D13,TLAQUEPAQUE,RSP,JALISCO,0.00%,0,2.79%
E14D16,TLAQUEPAQUE,RSP,JALISCO,0.00%,0,2.82%
E14D20,TONALA,RSP,JALISCO,0.99%,0,4.07%
E14D7,TONALA,RSP,JALISCO,1.25%,0,5.17%
E14D10,ZAPOPAN,RSP,JALISCO,0.13%,0,2.89%
E14D4,ZAPOPAN,RSP,JALISCO,0.46%,0,3.38%
E14D6,ZAPOPAN,RSP,JALISCO,0.50%,0,4.34%
